Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60
1100000,83-03-02,Kingston,ON,CAN,CAN,73,205,2001,2,57,L,McClement,Jay,C,CAR,65,5,3,2,1,8,-8,-4.3,18,1120,44392,739.3,11.38,11.38,20.5,53.3,6.1,0.901,962,1.22,3.17,27.8,-24,-1.95
575000,89-12-14,Burlington,ON,CAN,CAN,68,180,,,,L,Conacher,Cory,C/LW,T.B,11,1,3,3,0,4,0,0.2,4,194,7631,127.2,11.57,11.56,21.2,80,7.8,0.944,1023,2.36,1.41,62.5,2,0.94
2750000,88-08-05,Winnipeg,MB,CAN,CAN,74,206,2008,4,111,R,Weise,Dale,RW,PHI,64,8,7,4,3,15,1,7,39,1122,49466,824.4,12.88,12.88,25,46.9,7.8,0.902,980,2.33,2.18,51.6,2,0.15
775000,91-02-22,LaSalle,QC,CAN,CAN,73,216,2009,3,84,L,Deslauriers,Nicolas,LW,BUF,42,0,2,2,0,2,-6,-6,38,420,18688,311.3,7.42,7.41,15.6,50,3.7,0.945,982,0.77,1.93,28.6,-6,-1.16
715000,94-07-18,Markham,ON,CAN,CAN,72,200,2012,6,162,L,Blandisi,Joseph,LW/C,N.J,27,3,6,4,2,9,-10,-0.5,26,490,21643,344.7,13.37,13.16,24.6,60,8.8,0.904,993,2.61,2.61,50,0,0
875000,93-05-31,Pori,,FIN,FIN,75,205,2011,1,16,R,Armia,Joel,RW,WPG,57,10,9,6,3,19,-8,-2,20,1226,51769,847.6,15.13,15.05,26.9,67.9,7.2,0.913,985,1.98,3.11,38.9,-16,-1.13
2200000,89-12-24,Brandon,MB,CAN,CAN,71,188,2008,5,127,L,Calvert,Matt,LW,CBJ,65,10,5,2,3,15,-4,-5.7,48,1230,52054,866.5,13.35,13.34,24,50,8.5,0.909,995,2.08,2.98,41.1,-13,-0.9
1000000,92-12-05,Strathroy,ON,CAN,CAN,74,205,2011,1,17,L,Beaulieu,Nathan,D,MTL,74,4,24,14,10,28,8,0,44,1742,86490,1439.3,19.48,19.47,33.7,35.9,10.7,0.924,1031,3.25,2.29,58.6,23,0.96
1300000,91-01-14,Toronto,ON,CAN,CAN,74,200,2009,1,15,L,Holland,Peter,C,ARI/TOR,48,5,7,3,4,12,-16,-7,22,793,36720,611.8,12.75,12.75,23.5,63.2,6.3,0.903,966,1.86,3.24,36.5,-14,-1.37
1100000,87-07-26,Victoria,BC,CAN,CAN,74,200,,,,L,Benn,Jordie,D,DAL/MTL,71,4,13,7,6,17,-4,-2.3,28,1812,77900,1292.6,18.28,18.26,31.7,43.6,6.5,0.895,960,1.81,3.44,34.5,-35,-1.62
4875000,90-08-16,St. Malo,MB,CAN,CAN,74,205,2008,2,53,R,Hamonic,Travis,D,NYI,49,3,11,6,5,14,-21,-9.3,60,1113,60139,1000.7,20.45,20.44,35,41.2,8,0.898,979,2.04,3.72,35.4,-28,-1.68
925000,95-07-28,Milwaukee,WI,USA,USA,74,209,2013,4,118,R,Fasching,Hudson,RW,BUF,10,0,1,1,0,1,-1,-0.6,2,145,6245,104.1,10.42,10.41,21,100,2.1,0.965,986,0.58,1.15,33.3,-1,-0.58
3200000,92-02-26,Oulu,,FIN,FIN,70,184,2010,1,9,L,Granlund,Mikael,C,MIN,81,26,43,31,12,69,23,16.5,12,1919,91487,1522,18.82,18.81,31.6,73.4,12.5,0.915,1040,3.71,2.48,59.9,31,1.22
925000,93-04-20,Brockville,ON,CAN,CAN,74,207,2012,5,147,L,Hutton,Ben,D,VAN,71,5,14,6,8,19,-22,-11.6,31,1780,87317,1450.9,20.5,20.48,35,38.8,7.3,0.911,983,2.03,2.52,44.5,-12,-0.5
2600000,84-01-19,Vienna,,AUT,AUT,74,214,2003,1,5,R,Vanek,Thomas,LW/RW,DET/FLA,68,17,31,21,10,48,-5,-3.9,22,1283,58769,974.8,14.4,14.38,26.2,81.4,10.7,0.906,1013,3.63,2.77,56.7,14,0.86
2300000,89-02-21,Ann Arbor,MI,USA,USA,73,219,2007,1,18,L,Cole,Ian,D,PIT,81,5,21,11,10,26,26,6,72,2109,96325,1602.1,19.82,19.81,35.5,32.9,10.3,0.91,1013,2.96,3,49.7,-1,-0.04
900000,80-08-03,Thornhill,ON,CAN,CAN,72,192,2000,3,95,L,Moore,Dominic,C/LW,BOS,82,11,14,7,7,25,2,1.2,44,1524,63673,1059.7,12.88,12.92,23.1,75.8,7.5,0.906,981,1.87,3,38.4,-20,-1.13
925000,91-10-29,Moscow,,RUS,RUS,74,195,,,,R,Zaitsev,Nikita,D,TOR,82,4,32,13,19,36,-22,-6.8,38,2438,108332,1790.9,21.85,21.9,36.9,42.4,9.1,0.905,995,2.85,3.15,47.5,-9,-0.3
1250000,85-08-12,Kitchener,ON,CAN,CAN,74,216,2003,4,132,L,Quincey,Kyle,D,CBJ/N.J,73,6,9,5,4,15,4,-6,51,1794,78375,1294.9,17.8,17.81,31.7,34.9,7.6,0.92,996,1.99,2.64,43,-14,-0.65
675000,88-07-11,Winston-Salem,NC,USA,USA,71,198,2008,6,169,R,Smith,Ben,RW/C,COL/TOR,40,2,2,1,1,4,-7,-2.7,4,712,27519,458.1,11.47,11.46,21.1,50,5.2,0.908,960,1.05,3.67,22.2,-20,-2.62
635000,93-01-16,Brampton,ON,CAN,CAN,75,205,2012,4,96,L,Thomson,Ben,LW,N.J,3,0,0,0,0,0,-4,0.3,4,47,1960,32.6,10.88,10.88,20,0,0,0.778,778,0,7.35,0,-4,-7.35
632500,92-08-18,New Hartford,NY,USA,USA,74,205,,,,L,Zalewski,Michael,LW/C,VAN,1,0,0,0,0,0,-1,-0.6,0,13,483,8.1,8.05,8.05,16.5,0,0,0.833,833,0,7.45,0,-1,-7.45
575000,92-03-25,Zagreb,,HRV,HRV,74,200,,,,R,Rendulic,Borna,RW/C,VAN,1,0,0,0,0,0,0,0.4,0,7,291,4.8,4.85,4.85,9.6,0,0,1,1000,0,0,0,0,0
575000,86-02-04,Chesterfield,MI,USA,USA,72,190,,,,R,Oleksy,Steve,D,PIT,11,0,1,0,1,1,2,2.1,24,215,9040,150.7,13.7,13.7,25.8,16.7,7.1,0.93,1001,2.39,1.99,54.5,1,0.4
792500,94-06-06,Oulu,,FIN,FIN,73,186,2015,7,189,L,Nutivaara,Markus,D,CBJ,66,2,5,1,4,7,7,-3.6,6,1187,52322,871.2,13.22,13.21,26,21.9,7.9,0.942,1020,2.2,1.72,56.1,7,0.48
4300000,88-08-26,Scarborough,ON,CAN,CAN,74,185,2007,2,61,R,Simmonds,Wayne,RW/LW,PHI,82,31,23,13,10,54,-18,3.2,122,2049,93343,1543.8,18.95,18.92,31.4,60.7,9.4,0.896,990,3.46,2.68,56.3,20,0.78
2000000,80-11-25,Indianapolis,IN,USA,USA,70,185,2000,5,159,L,Liles,John-Michael,D,BOS,36,0,5,3,2,5,1,3.1,4,776,35007,584,16.22,16.22,28.5,25,6.6,0.922,987,2.05,1.95,51.3,1,0.1
832500,94-01-16,Estevan,SK,CAN,CAN,72,208,2012,1,8,L,Pouliot,Derrick,D,PIT,11,0,0,0,0,0,-4,-1.8,4,230,9824,163.6,14.88,14.88,26.9,0,5.4,0.926,980,1.47,2.57,36.4,-3,-1.1
4000000,81-06-16,Grimsby,ON,CAN,CAN,73,200,2001,5,151,R,Bieksa,Kevin,D,ANA,81,3,11,2,9,14,0,-12.3,63,1802,91130,1515.7,18.75,18.74,33,25,8.5,0.912,997,2.22,2.85,43.8,-16,-0.63
8750000,85-07-24,Ancienne-Lorette,QC,CAN,CAN,73,195,2003,2,45,R,Bergeron,Patrice,C,BOS,79,21,32,21,11,53,12,20.3,24,1939,92065,1532,19.33,19.38,32.4,53.5,9.7,0.903,1000,3.88,2.27,63.1,41,1.61
5500000,88-06-09,Dorval,QC,CAN,CAN,73,200,2008,7,186,R,Demers,Jason,D,FLA,81,9,19,9,10,28,-14,-10.4,53,2019,95309,1584.6,19.62,19.6,33.3,45.2,8.1,0.905,986,2.35,2.95,44.3,-16,-0.61
1125000,87-01-20,Winnipeg,MB,CAN,CAN,73,225,2005,5,156,R,Reaves,Ryan,RW,STL,80,7,6,5,1,13,4,1.5,104,1078,42648,710.8,8.88,8.88,18.2,50,8.6,0.936,1022,2.19,1.77,55.3,5,0.42
1050000,89-03-18,Thunder Bay,ON,CAN,CAN,76,221,2007,3,78,R,Bortuzzo,Robert,D,STL,38,1,3,2,1,4,11,6.7,15,865,32118,533.8,14.08,14.07,25.7,17.4,9.6,0.909,1005,2.59,2.25,53.5,3,0.34
700000,92-11-24,Stockholm,,SWE,SWE,73,200,2011,5,126,L,Claesson,Fredrik,D,OTT,33,3,8,3,5,11,5,5.8,4,615,26016,432.8,13.13,13.13,25,78.6,6.3,0.929,991,1.94,1.8,51.9,1,0.14
5250000,90-07-15,Massena,NY,USA,USA,75,228,2008,1,3,R,Bogosian,Zach,D,BUF,56,2,9,4,5,11,-17,-4,46,1424,67493,1123.7,20.08,20.08,35.2,32.4,6.3,0.915,978,1.82,2.94,38.2,-21,-1.12
5000000,95-09-01,Halifax,NS,CAN,CAN,72,205,2013,1,1,R,MacKinnon,Nathan,C/RW,COL,82,16,37,25,12,53,-14,0.5,16,2097,98124,1631.7,19.95,19.93,33.4,64.6,8.8,0.893,981,3.02,3.27,48,-7,-0.26
625000,91-05-27,Walpole,MA,USA,USA,72,195,2010,5,122,R,Wagner,Chris,C/RW,ANA,43,6,1,1,0,7,2,-2.1,6,619,24142,401.8,9.35,9.35,17.5,70,7.1,0.953,1025,1.49,1.34,52.6,1,0.15
4500000,80-06-04,Sorel,QC,CAN,CAN,73,208,1998,3,75,L,Beauchemin,Francois,D,COL,81,5,13,8,5,18,-14,-12,32,2157,104566,1733.9,21.52,21.48,36.6,32.1,7.3,0.897,970,1.94,3.46,35.9,-44,-1.52
950000,88-04-14,Saskatoon,SK,CAN,CAN,76,225,2006,3,68,R,Gryba,Eric,D,EDM,40,2,4,3,1,6,-5,-2.5,65,868,38735,644.8,16.13,16.13,29.5,33.3,5.7,0.922,979,1.68,2.61,39.1,-10,-0.93
1100000,92-11-11,Ottawa,ON,CAN,CAN,70,180,2011,4,96,R,Pageau,Jean-Gabriel,C,OTT,82,12,21,10,11,33,13,2.9,24,1878,79363,1322.5,16.12,16.12,28,71.7,8.2,0.92,1001,2.09,2.54,45.1,-10,-0.45
595000,93-05-01,Bromont,QC,CAN,CAN,72,179,,,,R,Gaudreau,Frederick,C,NSH,9,0,1,0,1,1,1,0.2,0,118,4678,77.8,8.67,8.66,17.5,25,8.5,0.925,1010,3.09,2.31,57.1,1,0.77
4500000,85-08-17,Vancouver,BC,CAN,CAN,75,215,2004,7,214,R,Brouwer,Troy,RW,CGY,74,13,12,5,7,25,-11,-8.6,31,1610,72029,1197.3,16.22,16.21,27.9,46.3,9.8,0.922,1020,2.71,2.51,51.9,4,0.2
1250000,83-03-24,Hull,QC,CAN,CAN,72,200,2001,9,264,R,Parenteau,PA,RW,N.J/NSH,67,13,15,8,7,28,-18,4,35,1312,59084,972.3,14.55,14.59,26.6,70,7.1,0.89,961,2.47,2.96,45.5,-8,-0.49
692500,95-07-01,Buffalo,NY,USA,USA,75,214,2013,2,52,R,Bailey,Justin,RW,BUF,32,2,2,1,1,4,0,-3.7,4,468,20414,340.1,10.63,10.63,21.4,36.4,7.2,0.952,1024,1.94,1.76,52.4,1,0.18
925000,94-08-16,Toronto,ON,CAN,CAN,75,210,2012,3,65,L,Pelech,Adam,D,NYI,44,3,7,1,6,10,-5,-10.4,6,868,44442,740.2,16.83,16.83,30.6,37,8.5,0.915,1000,2.19,2.68,45,-6,-0.49
4838000,90-06-07,Chatham,ON,CAN,CAN,73,182,2008,4,114,L,Brodie,T.J.,D,CGY,82,6,30,14,16,36,-16,2.2,24,2379,116019,1925.3,23.58,23.55,39.2,46.2,8.7,0.895,982,2.43,2.68,47.6,-8,-0.25
750000,90-12-27,Cap-Rouge,QC,CAN,CAN,69,174,,,,R,Marchessault,Jonathan,C,FLA,75,30,21,10,11,51,-21,-9.7,38,1567,76099,1264.8,16.92,16.9,29.7,73.9,9,0.896,986,3.27,2.99,52.3,6,0.28
5200000,89-12-16,Brondby,,DNK,DNK,72,210,2008,1,8,L,Boedker,Mikkel,LW/RW,S.J,81,10,16,10,6,26,0,2.7,10,1713,69738,1153.2,14.27,14.28,24.7,54.2,8.1,0.908,988,2.5,2.6,49,-2,-0.1
600000,93-02-12,Plano,TX,USA,USA,73,205,2011,1,21,R,Noesen,Stefan,RW,ANA/N.J,44,8,2,1,1,10,6,0.8,24,701,29371,476.5,11.13,11.03,21.6,62.5,7,0.947,1017,2.01,1.51,57.1,4,0.5
925000,94-07-08,Ann Arbor,MI,USA,USA,73,206,2013,4,104,L,Copp,Andrew,C,WPG,64,9,8,6,2,17,8,6.8,18,1198,47398,772.9,12.35,12.26,22.6,65.4,7.7,0.92,997,2.02,2.33,46.4,-4,-0.31
4750000,87-01-01,Sollentuna,,SWE,SWE,71,189,2005,7,230,R,Hornqvist,Patric,RW,PIT,70,21,23,15,8,44,16,13.5,28,1495,66995,1108.7,15.95,15.91,28.8,52.4,11,0.93,1039,4.55,1.73,72.4,52,2.81
650000,94-01-14,Toronto,ON,CAN,CAN,72,185,2012,6,156,R,Brown,Connor,RW,TOR,82,20,16,10,6,36,3,-1.7,10,1940,79733,1323.2,16.1,16.15,27.9,53.7,10.5,0.921,1027,3.04,2.54,54.5,11,0.5
4500000,90-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,L,Henrique,Adam,C,N.J,82,20,20,13,7,40,-20,-5.4,38,1928,89407,1464.7,18.12,18.05,30.4,63.5,9.3,0.899,992,2.58,3.15,45,-14,-0.57
800000,94-02-02,Fergus,ON,CAN,CAN,72,185,2012,2,47,L,McGinn,Brock,LW,CAR,57,7,9,6,3,16,-11,-4.5,6,1017,41031,670.5,12,11.92,22.1,72.7,7.7,0.892,969,1.97,3.13,38.6,-13,-1.16
925000,92-10-24,Eden Prairie,MN,USA,USA,68,178,2011,3,91,L,Rau,Kyle,C,FLA,24,2,1,0,1,3,-3,-2.2,4,324,13824,230.2,9.6,9.6,19.5,60,5.3,0.929,982,1.3,2.09,38.5,-3,-0.78
1000000,91-12-02,Nassjo,,SWE,SWE,72,190,2010,6,157,R,Fast,Jesper,RW/LW,NYR,68,6,15,10,5,21,6,-1,16,1409,56290,935,13.8,13.78,24.6,58.3,9.5,0.916,1011,2.31,2.57,47.4,-4,-0.26
2000000,84-12-18,Hingham,MA,USA,USA,78,244,2003,1,26,L,Boyle,Brian,C/LW,T.B/TOR,75,13,12,7,5,25,3,3.5,66,1386,58649,976.2,13,13.02,23.6,55.6,9.1,0.917,1007,2.77,2.4,53.6,6,0.37
925000,94-02-27,Pointe-Claire,QC,CAN,CAN,74,192,2012,1,23,L,Matheson,Michael,D,FLA,81,7,10,7,3,17,-5,-6.3,36,1952,102317,1697,21.05,21.02,35.7,28.3,7.3,0.918,992,2.12,2.76,43.5,-18,-0.64
600000,92-07-25,Campbellville,ON,CAN,CAN,72,186,,,,L,Sgarbossa,Michael,C,ANA/FLA,38,2,7,5,2,9,-5,0.2,9,626,25430,423.7,11.15,11.15,21.9,75,5.6,0.921,977,1.7,2.12,44.4,-3,-0.42
832500,95-02-02,Salmon Arm,BC,CAN,CAN,72,209,2013,1,17,R,Lazar,Curtis,C/RW,CGY/OTT,37,1,3,1,2,4,-8,-1.9,4,506,20277,338,9.13,9.13,18.1,50,6.3,0.902,965,1.42,2.84,33.3,-8,-1.42
575000,89-02-16,Toronto,ON,CAN,CAN,70,203,,,,L,Liambas,Mike,LW,NSH,1,0,0,0,0,0,-1,-0.2,0,8,282,4.7,4.7,4.69,9.2,0,0,0.5,500,0,12.82,0,-1,-12.82
3500000,90-10-22,St. Hyacinthe,QC,CAN,CAN,74,227,2009,4,94,R,Savard,David,D,CBJ,74,6,17,8,9,23,33,6.8,44,2056,96940,1613.5,21.83,21.82,37.6,31.1,9,0.941,1032,2.75,1.97,58.3,21,0.78
1750000,90-11-19,Winnetka,IL,USA,USA,75,210,2009,1,21,L,Moore,John,D,N.J,63,12,10,4,6,22,-7,-10.9,39,1673,71731,1164.1,18.85,18.77,32.7,52.4,8.9,0.905,994,2.16,3.3,39.6,-22,-1.13
875000,93-02-24,Victoriaville,QC,CAN,CAN,73,193,2011,1,26,L,Danault,Phillip,LW/C,MTL,82,13,27,15,12,40,5,11.6,35,1799,76662,1276.4,15.58,15.58,27.4,76.9,7.7,0.914,991,2.44,2.4,50.5,1,0.05
1000000,93-03-23,Omsk,,RUS,CZE,74,196,2011,2,41,L,Jaskin,Dmitrij,RW/LW,STL,51,1,10,5,5,11,5,3.7,18,830,35352,588.2,11.55,11.55,23.2,52.4,7.7,0.933,1010,2.14,1.53,58.3,6,0.61
575000,90-10-06,Ville Degelis,QC,CAN,CAN,70,190,2009,5,139,R,Dumont,Gabriel,C,T.B,39,2,2,2,0,4,1,-0.2,29,572,22627,377.1,9.67,9.67,18.6,50,5.4,0.96,1014,1.27,1.11,53.3,1,0.16
5750000,86-12-06,Virginia,MN,USA,USA,73,200,2005,1,28,R,Niskanen,Matt,D,WSH,78,5,34,17,17,39,20,4.4,32,2030,103784,1723.2,22.18,22.15,37.2,47.6,9.6,0.917,1013,2.86,2.23,56.2,18,0.63
1250000,92-01-11,Sherwood Park,AB,CAN,CAN,73,200,2010,1,23,R,Pysyk,Mark,D,FLA,82,4,13,3,10,17,0,-5.6,10,1896,91319,1515.7,18.57,18.54,33.1,34.7,7.7,0.918,994,1.94,2.73,41.5,-20,-0.79
700000,91-10-29,Skellefteë,,SWE,SWE,73,202,2010,2,57,L,Lindberg,Oscar,C,NYR,65,8,12,6,6,20,2,-6.2,32,1068,42235,703.1,10.83,10.83,20.8,71.4,9.3,0.928,1021,2.39,2.13,52.8,3,0.26
925000,94-08-30,Yekaterinburg,,RUS,RUS,79,265,2014,3,66,L,Tryamkin,Nikita,D,VAN,66,2,7,3,4,9,-7,-7.9,64,1517,66291,1102,16.73,16.72,30,30,6.4,0.918,982,1.63,2.67,38,-19,-1.03
13800000,88-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,1,3,L,Toews,Jonathan,C,CHI,72,21,37,21,17,58,7,-7.3,35,1772,87066,1450.1,20.15,20.15,33.6,70.7,10,0.911,1011,3.39,2.81,54.7,14,0.58
8000000,85-12-12,Maple Ridge,BC,CAN,CAN,75,200,2004,1,4,L,Ladd,Andrew,LW,NYI,78,23,8,7,1,31,-14,-0.2,45,1656,75702,1259.9,16.18,16.17,27.6,64.6,7.7,0.903,980,2.29,2.81,44.9,-11,-0.52
1000000,92-02-03,Oklahoma City,OK,USA,USA,75,205,2010,2,38,L,Merrill,Jon,D,N.J,51,1,5,1,4,6,-9,-1.2,24,1273,56813,952.4,18.75,18.66,33.4,24,6.4,0.911,974,1.58,2.65,37.3,-17,-1.07
925000,97-05-05,Markham,ON,CAN,CAN,72,170,2015,1,4,R,Marner,Mitchell,C/RW,TOR,77,19,42,24,18,61,0,-2.3,38,1690,77663,1284.4,16.73,16.74,29.3,72.6,11,0.914,1024,3.92,2.62,60,28,1.31
600000,93-03-26,Toronto,ON,CAN,CAN,72,205,2011,5,150,R,Corrado,Frank,D,PIT/TOR,4,0,0,0,0,0,-1,-1.4,8,67,2585,42.6,10.77,10.73,20.1,0,5.6,0.935,991,1.41,2.82,33.3,-1,-1.41
832500,95-04-16,Moscow,,RUS,RUS,77,230,2013,1,16,L,Zadorov,Nikita,D,COL,56,0,10,7,3,10,-20,-12.8,73,1432,63960,1065,19.03,19.03,33.3,38.5,5.9,0.904,963,1.46,3.21,31.3,-31,-1.75
2750000,84-12-13,Kitchener,ON,CAN,CAN,73,206,2003,2,37,R,Klein,Kevin,D,NYR,60,3,11,6,5,14,5,-3.8,31,1437,63490,1054.1,17.63,17.61,31.9,27.5,10.3,0.901,1004,2.9,3.07,48.6,-3,-0.17
4250000,86-07-14,Magnitogorsk,,RUS,RUS,73,225,2006,2,44,L,Kulemin,Nikolay,LW/RW,NYI,72,12,11,7,4,23,3,-1.6,18,1472,59691,990.2,13.82,13.8,24.3,51.1,10.6,0.906,1012,2.73,3.03,47.4,-5,-0.3
3100000,94-02-12,Milwaukee,WI,USA,USA,73,210,2012,1,3,L,Galchenyuk,Alex,C/LW,MTL,61,17,27,16,11,44,-5,-4.3,24,1276,58303,970.3,15.92,15.92,27.9,73.3,11.1,0.911,1021,3.71,2.72,57.7,16,0.99
575000,87-11-29,Victoria,BC,CAN,CAN,73,207,,,,L,Irwin,Matt,D,NSH,74,3,11,4,7,14,15,4.1,26,1637,72228,1203.1,16.27,16.26,29.8,29.2,8.7,0.932,1019,2.39,2.04,53.9,7,0.35
2250000,82-08-25,Strasbourg,SK,CAN,CAN,73,203,2000,2,33,L,Schultz,Nick,D,PHI,28,0,4,3,1,4,1,-1.1,10,636,25627,426.8,15.25,15.25,28,26.7,8.8,0.907,995,2.11,2.81,42.9,-5,-0.7
575000,92-09-01,Pardubice,,CZE,CZE,75,210,,,,L,Nosek,Tomas,LW/C,DET,11,1,0,0,0,1,-1,0.9,2,162,6682,111.4,10.12,10.12,18,50,3.6,0.95,986,1.08,1.62,40,-1,-0.54
600000,94-08-07,Melville,SK,CAN,CAN,74,205,2012,2,60,R,Severson,Damon,D,N.J,80,3,28,13,15,31,-31,-10.2,58,2091,97691,1603,20.32,20.24,35.2,52.5,7.1,0.915,987,2.21,2.43,47.6,-6,-0.22
625000,84-09-30,Wethersfield,CT,USA,USA,74,219,2003,2,51,R,McDonald,Colin,RW/C,PHI,3,1,0,0,0,1,1,-0.4,0,37,1624,27.1,9.02,9.02,20.3,100,7.7,1,1077,2.22,0,100,1,2.22
4000000,88-06-07,Windsor,ON,CAN,CAN,72,203,2006,4,112,L,Beleskey,Matt,LW,BOS,49,3,5,1,4,8,-10,5.1,47,880,39001,649.8,13.17,13.23,24.1,47.1,4.8,0.911,959,1.57,2.03,43.6,-5,-0.46
2400000,86-02-18,Meadow Lake,SK,CAN,CAN,73,202,2004,2,47,R,Comeau,Blake,LW/RW,COL,77,8,12,6,6,20,-19,-12.8,58,1585,69229,1153.4,14.97,14.98,26.4,57.1,7.4,0.885,959,1.82,3.69,33,-36,-1.87
867500,93-10-09,Toronto,ON,CAN,CAN,72,200,2012,2,38,L,Di Giuseppe,Phillip,LW,CAR,36,1,6,3,3,7,-12,0.1,15,621,26559,431,12.3,12.19,23.5,63.6,4.5,0.898,943,1.53,2.78,35.5,-9,-1.25
1300000,85-01-30,Greenfield Park,QC,CAN,CAN,71,190,2004,4,126,R,Mitchell,Torrey,C/RW,MTL,78,8,9,4,5,17,5,1,38,1542,58992,982.4,12.6,12.6,22.4,58.6,7.7,0.916,993,1.77,2.5,41.4,-12,-0.73
575000,92-02-05,Bern,,CHE,CHE,71,192,2013,7,186,L,Vermin,Joel,RW,T.B,18,0,3,0,3,3,2,0.3,4,280,11801,196.7,10.93,10.93,20.9,50,7.3,0.923,996,1.83,2.44,42.9,-2,-0.61
832500,95-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,L,Morrissey,Josh,D,WPG,82,6,14,9,5,20,6,0.9,38,2066,95896,1569.5,19.48,19.37,35.1,26.7,10.3,0.895,998,2.87,3.02,48.7,-4,-0.15
7000000,87-11-23,G_vle,,SWE,SWE,73,213,2006,1,4,L,Backstrom,Nicklas,C,WSH,82,23,63,32,31,86,17,1.3,38,1842,89839,1495.3,18.27,18.25,30.9,84.3,11.9,0.923,1042,4.09,1.97,67.5,53,2.13
700000,94-05-07,Burlington,ON,CAN,CAN,75,221,2012,4,95,R,Anderson,Josh,RW,CBJ,78,17,12,8,4,29,12,-0.1,89,1364,56253,936.1,12.02,12.01,22.5,69,9.5,0.939,1034,2.69,1.92,58.3,12,0.77
850000,93-04-16,Oulu,,FIN,FIN,72,183,2011,2,45,L,Granlund,Markus,C,VAN,69,19,13,8,5,32,-19,-6.7,14,1621,71657,1192.3,17.3,17.3,29.1,68.1,8.4,0.896,980,2.37,2.97,44.3,-12,-0.6
925000,96-04-27,Guildford,,GBR,GBR,75,211,2014,1,12,L,Perlini,Brendan,LW,ARI,57,14,7,3,4,21,-4,-11,20,1034,50747,842.9,14.83,14.82,27,63.6,8.5,0.935,1021,2.35,1.92,55,6,0.43
722500,91-11-23,Kennebunkport,ME,USA,USA,74,208,,,,R,Hathaway,Garnet,RW,CGY,26,1,4,2,2,5,0,-1.2,44,350,14257,237.2,9.13,9.13,18.4,62.5,10.3,0.925,1027,2.02,2.02,50,0,0
4250000,89-05-08,Rodovre,,DNK,DNK,74,207,2007,1,13,L,Eller,Lars,C/LW/RW,WSH,81,12,13,6,7,25,15,3.8,36,1501,67558,1125.2,13.9,13.9,25.1,56.8,8.4,0.922,1007,2.35,2.19,51.8,3,0.16
925000,95-04-17,Cherepovets,,RUS,RUS,74,193,2013,3,75,L,Buchnevich,Pavel,RW/LW,NYR,41,8,12,6,6,20,6,-1.2,13,773,32616,543.6,13.25,13.26,24.5,58.8,11.7,0.919,1036,3.75,2.32,61.8,13,1.43
1850000,81-06-17,Blaine,MN,USA,USA,72,209,2000,5,131,L,Hendricks,Matt,LW/C,EDM,42,4,3,0,3,7,-3,-1.7,29,684,27087,450.3,10.75,10.74,19.4,58.3,7.1,0.9,971,1.6,2.93,35.3,-10,-1.33
5000000,87-09-22,Hull,QC,CAN,CAN,73,204,2006,1,6,L,Brassard,Derick,C,OTT,81,14,25,12,13,39,12,6.1,24,1822,84461,1404.3,17.38,17.37,30.3,52,9.2,0.92,1011,3.2,1.97,62,29,1.24
925000,95-10-27,Cologne,,DEU,DEU,73,216,2014,1,3,L,Draisaitl,Leon,C,EDM,82,29,48,31,17,77,7,12.2,20,1865,92909,1546.7,18.88,18.88,32.1,70,12,0.901,1021,4.27,2.68,61.5,41,1.59
615000,94-03-24,Cambridge,ON,CAN,CAN,75,210,2012,6,161,R,Dotchin,Jake,D,T.B,35,0,11,3,8,11,10,1.3,35,813,38701,644.2,18.43,18.42,32.7,44,8,0.947,1026,2.33,1.49,61,9,0.84
4000000,93-07-12,Karlstad,,SWE,SWE,73,193,2011,1,10,L,Brodin,Jonas,D,MIN,68,3,22,8,14,25,5,11.9,20,1694,79838,1325.2,19.55,19.54,33.1,39.7,9.8,0.918,1017,2.85,2.31,55.3,12,0.54
715000,93-07-29,Bayonne,,FRA,FRA,73,208,2011,2,48,L,Ouellet,Xavier,D,DET,66,3,9,5,4,12,2,-0.7,51,1519,71173,1163,17.97,17.85,32.2,30,7.8,0.927,1005,2.06,2.32,47.1,-5,-0.26
1600000,85-09-08,St. John's,NL,CAN,CAN,74,195,,,,R,Purcell,Teddy,LW/RW,L.A,12,0,2,1,1,2,0,-3.6,0,215,9282,154.7,12.9,12.89,24.8,50,5.8,0.947,1005,1.55,1.55,50,0,0
874125,93-09-07,Edmonton,AB,CAN,CAN,75,210,2011,1,11,L,Siemens,Duncan,D,COL,3,0,0,0,0,0,-2,-0.5,2,57,2216,36.9,12.32,12.31,23,0,0,0.9,900,0,3.25,0,-2,-3.25
5000000,88-05-11,Halifax,NS,CAN,CAN,69,181,2006,3,71,L,Marchand,Brad,LW/C,BOS,80,39,46,23,23,85,18,17.7,81,1942,93295,1546.7,19.35,19.37,32.6,75.2,11.1,0.9,1011,4.38,2.44,64.2,50,1.94
